	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
941	1019	Since 1999 it has been the seat of the Istituto Veneto di Scienze, Lettere ed Arti and frequently houses cultural events	2263	en	Criteria iii	Criteria vi	Criteria iv	0.3908876776695251	0.8796696439385414	Criteria vi	Criteria i	Criteria iv	0.3977611	0.77176785	False	0.5	0.7199073863574963
942	1020	The palace was erected in 1565	2263	en	Criteria i	Criteria iv	Criteria ii	0.3932953476905823	0.7958426028490067	Criteria i	Criteria iv	Criteria ii	0.4596914	0.86324	True	1.0	0.9861244561687694
943	1021	In the 19th century it was internally modernised and externally enriched in Venetian Gothic style, with rich window framing, by a series of grand owners	2263	en	Criteria iv	Criteria i	Criteria ii	0.4401873350143432	0.9309923350811004	Criteria i	Criteria iv	Criteria ii	0.587903	0.92192644	False	1.0	0.7965750671969445
944	1022	The first neo-Gothic improvements were made after 1840, when the young Archduke Frederick Ferdinand of Austria reassembled the property, the Palazzo Cavalli-Gussoni, which had become divided among heirs, and embarked on a complex project intended to give a more prominent Habsburg presence along the Grand Canal, as Austria-Hungary had been awarded the territories of Venice after the Napoleonic Wars	2263	en	Criteria ii	Criteria iv	Criteria iii	0.4737901389598846	0.8753923028707504	Criteria ii	Criteria iv	Criteria i	0.36333966	0.92821026	True	0.5	0.8834198480921763
945	1023	At his premature death, unmarried, in 1847 the palazzo was bought by Henri, comte de Chambord, styled .Henri V	2263	en	Criteria vi	Criteria iii	Criteria iv	0.4400428533554077	0.7633456885814667	Criteria i	Criteria iv	Criteria ii	0.34879193	0.7669975	False	0.2	0.6274937054233802
946	1024	by Bourbon legitimists, who entrusted further restorations to Giambattista Meduna	2263	en	Criteria ii	Criteria vi	Criteria iii	0.3655508458614349	0.7828730046749115	Criteria iii	Criteria ii	Criteria iv	0.2882789	0.7088567	False	0.5	0.7980695302237296
947	1025	his portrait on the balcony, with Santa Maria Della Salute in the background, is in the Palazzo Ducale, Modena	2263	en	Criteria i	Criteria vi	Criteria ii	0.6394363641738892	0.904443807899952	Criteria i	Criteria vi	Criteria ii	0.7148249	0.89775264	True	1.0	0.9907999455848572
948	1026	In 1878 Baron Raimondo Franchetti, who had married Sarah Luisa de Rothschild, daughter of Anselm Salomon Rothschild of the Vienna Rothschilds, bought the palazzo and commissioned further works by architect Camillo Boito, who constructed the grand staircase	2263	en	Criteria ii	Criteria vi	Criteria i	0.3291083872318268	0.819137454032898	Criteria i	Criteria iv	Criteria ii	0.8480603	0.9439084	False	0.5	0.45967294507960155
949	1027	It has title of High 5.	2267	en	Criteria iii	Criteria vi	Criteria iv	0.2641298174858093	0.6119692772626877	Criteria iii	Criteria i	Criteria iv	0.28880933	0.6167089	True	0.5	0.8584341541994508
950	1028	Looking out from inside	2269	en	Criteria ii	Criteria i	Criteria vii	0.2581301033496856	0.6323295533657074	Criteria iii	Criteria i	Criteria iv	0.2370917	0.5672606	False	0.2	0.7575984478102586
951	1029	I'am landscape and sport photographer based in Turnov, Czech Republic	2271	en	Criteria iii	Criteria vi	Criteria ii	0.3583062887191772	0.8085944056510925	Criteria iii	Criteria vi	Criteria iv	0.2506184	0.6322731	True	0.5	0.9192321341055042
952	1030	Spend 15 months in Banff, Canada	2271	en	Criteria iii	Criteria vi	Criteria iv	0.3600860834121704	0.6469778791069984	Criteria x	Criteria vi	Criteria vii	0.22248277	0.50669205	False	0.2	0.6811413735414734
953	1031	I like catchy colors, analog, sharpness and especially bokeh	2271	en	Criteria iii	Criteria i	Criteria vi	0.2939386963844299	0.7304797917604446	Criteria i	Criteria ii	Criteria iv	0.40894887	0.6407653	False	0.2	0.7418043764450561
954	1032	6D mark II, 24mm, 50mm, 135mm, 16-35mm, 70-300mm DJI Mavic Air, M100, 15-45mm   Website:  Instagram:  Facebook:	2271	en	Criteria viii	Criteria vi	Criteria iii	0.211648091673851	0.5740357339382172	Criteria vi	Criteria iv	Criteria iii	0.5980658	0.726437	False	0.5	0.6232355212120401
955	1033	It has title of Venice, Italy	2271	en	Criteria vi	Criteria iii	Criteria i	0.3206234872341156	0.7001536786556244	Criteria ii	Criteria iii	Criteria iv	0.403988	0.8595283	False	0.2	0.5974375176359427
956	1034	It has tags of canonef, canoneos, kodakportra, lightroom, ultrawide, vscofilm, forest, lake, landscape, nature, river, rocks, sk, strom, tree, water, venice, italy	2271	en	Criteria iii	Criteria ix	Criteria vii	0.2868400812149048	0.5233900025486946	Criteria i	Criteria ii	Criteria iv	0.4650585	0.8234649	False	0.0	0.25147191951328246
957	1035	It has tags of provinceofvenice, italy	2283	en	Criteria iii	Criteria iv	Criteria ii	0.3882421255111694	0.7002308443188667	Criteria i	Criteria iv	Criteria ii	0.30686814	0.73523426	False	0.5	0.7917854742621416
958	1036	It has tags of italy, venice	2285	en	Criteria iii	Criteria ii	Criteria vi	0.2828929126262665	0.7344850450754166	Criteria ii	Criteria i	Criteria iv	0.53869563	0.88823116	False	0.2	0.7070026300404789
959	1037	It has title of Grand Canal - Rialto Bridge	2286	en	Criteria i	Criteria vi	Criteria iii	0.301224946975708	0.6972169429063797	Criteria i	Criteria iv	Criteria ii	0.70701784	0.9092604	True	0.2	0.7609342803048192
960	1038	It has tags of italy, venice	2286	en	Criteria iii	Criteria ii	Criteria vi	0.2828929126262665	0.7344850450754166	Criteria ii	Criteria i	Criteria iv	0.53869563	0.88823116	False	0.2	0.7070026300404789
961	1039	It has tags of italy, venice	2288	en	Criteria iii	Criteria ii	Criteria vi	0.2828929126262665	0.7344850450754166	Criteria ii	Criteria i	Criteria iv	0.53869563	0.88823116	False	0.2	0.7070026300404789
962	1040	It has title of Grand Canal	2291	en	Criteria i	Criteria vi	Criteria iii	0.2595706880092621	0.6616372466087341	Criteria i	Criteria vii	Criteria iv	0.49788207	0.6949597	True	0.2	0.7534123184926371
963	1041	It has tags of italy, venice	2291	en	Criteria iii	Criteria ii	Criteria vi	0.2828929126262665	0.7344850450754166	Criteria ii	Criteria i	Criteria iv	0.53869563	0.88823116	False	0.2	0.7070026300404789
964	1042	It has tags of italy, venice	2294	en	Criteria iii	Criteria ii	Criteria vi	0.2828929126262665	0.7344850450754166	Criteria ii	Criteria i	Criteria iv	0.53869563	0.88823116	False	0.2	0.7070026300404789
965	1043	It has tags of cityarchitecturecategory, architecture, city, venice, italy	2320	en	Criteria iii	Criteria iv	Criteria ii	0.4013676047325134	0.8563194572925568	Criteria ii	Criteria iv	Criteria i	0.41699567	0.9295151	False	0.5	0.6194193703104252
966	1044	It has tags of peoplecategory, people, venice, italy	2321	en	Criteria iii	Criteria vi	Criteria iv	0.5366690158843994	0.7973205298185349	Criteria iv	Criteria ii	Criteria vi	0.44073746	0.8388712	False	0.5	0.46479379180338964
967	1045	The Ponte dell'Accademia is one of only four bridges to span the Grand Canal in Venice, Italy	2324	en	Criteria i	Criteria iv	Criteria ii	0.4469655752182007	0.7969093769788742	Criteria i	Criteria iv	Criteria ii	0.5674474	0.91622996	True	1.0	0.9681379145959663
968	1046	It crosses near the southern end of the canal, and is named for the Accademia di Belle Arti di Venezia, which from 1807 to 2004 was housed in the Scuola della Carità together with the Gallerie dell'Accademia, which is still there	2324	en	Criteria vi	Criteria iii	Criteria iv	0.3227598071098327	0.7730786055326462	Criteria i	Criteria ii	Criteria iv	0.7782812	0.92161036	False	0.2	0.29441034554323925
969	1047	The bridge links the sestieri of Dorsoduro and San Marco	2324	en	Criteria iii	Criteria vi	Criteria ii	0.2894392609596252	0.7313147634267807	Criteria iii	Criteria iv	Criteria ii	0.32164603	0.81436074	True	0.5	0.8485750982797846
970	1048	A bridge on the site was first suggested as early as 1488	2324	en	Criteria i	Criteria ii	Criteria iv	0.382445752620697	0.7507930994033813	Criteria iii	Criteria iv	Criteria ii	0.33675805	0.8930783	False	0.5	0.6074904256458961
971	1049	The provveditore Luca Trum proposed in the Council to build two bridges across the Grand Canal, one here and the other at Santa Sofia	2324	en	Criteria ii	Criteria i	Criteria vi	0.3565881550312042	0.7252705693244934	Criteria i	Criteria ii	Criteria iv	0.43543696	0.91517013	False	0.5	0.8707973543497819
972	1050	The members of the Council, however, laughed at him, and the motion was not even put to the vote	2324	en	Criteria ii	Criteria vi	Criteria iii	0.3274427950382232	0.681816965341568	Criteria vi	Criteria iv	Criteria i	0.6066618	0.847055	False	0.2	0.6969022885525331
973	1051	The original steel structure, designed by Alfred Neville, opened on 20 November 1854, but was demolished and replaced by a wooden bridge designed by Eugenio Miozzi and opened in 1933, despite widespread hopes for a stone bridge	2324	en	Criteria i	Criteria iv	Criteria ii	0.5967382192611694	0.9621553868055344	Criteria i	Criteria iv	Criteria ii	0.66484094	0.91990286	True	1.0	0.9890404506049708
974	1052	Lovers have attempted to attach padlocks (.love locks.) to the metal hand rails of the bridge, but Venetian authorities have successfully cracked down on this.[Wikipedia]	2324	en	Criteria iii	Criteria vi	Criteria ii	0.2683932781219482	0.7110852897167206	Criteria iii	Criteria vi	Criteria i	0.51302314	0.7973057	True	0.5	0.8396919795214939
975	1055	San Giovanni Grisostomo (Saint John Chrysostom) a small church in Cannaregio one of the six sestieri of Venice in Veneto, Italy	2348	en	Criteria i	Criteria vi	Criteria iv	0.3428705036640167	0.7733203619718552	Criteria i	Criteria iv	Criteria vi	0.54532117	0.8131605	True	1.0	0.9070937896915188
976	1056	The church was founded in 1080, before being destroyed by fire in 1475	2348	en	Criteria iv	Criteria iii	Criteria vi	0.2865954041481018	0.701146200299263	Criteria iv	Criteria ii	Criteria i	0.519302	0.9048538	True	0.2	0.7941933033325287
977	1057	In 1497 rebuilding work was started by Mauro Codussi and his son, Domenico	2348	en	Criteria i	Criteria ii	Criteria vi	0.6296308040618896	0.933694127947092	Criteria i	Criteria ii	Criteria iv	0.7313572	0.9204495	True	0.5	0.9685167651645665
978	1058	The construction work was fully completed in 1525	2348	en	Criteria i	Criteria ii	Criteria iv	0.6281189918518066	0.9108308255672456	Criteria i	Criteria iv	Criteria ii	0.5838949	0.92205876	True	1.0	0.980331148792589
979	1059	The bell tower dates from the late 16th century	2348	en	Criteria iii	Criteria iv	Criteria vi	0.4003981947898865	0.7180039882659912	Criteria iv	Criteria i	Criteria ii	0.40640712	0.85536593	False	0.2	0.6211767550593801
980	1060	The interior is based on a Greek cross design	2348	en	Criteria iv	Criteria i	Criteria ii	0.3566384017467499	0.8397260755300522	Criteria iv	Criteria i	Criteria ii	0.4130189	0.81197906	True	1.0	0.9397973117553186
981	1061	Behind the façade are hung two canvasses, formerly organ doors, by Giovanni Mansueti depicting Saints Onuphrius, Agatha, Andrew and John Chrysostom	2348	en	Criteria i	Criteria vi	Criteria iii	0.4214732050895691	0.8339151293039322	Criteria i	Criteria vi	Criteria iii	0.78278184	0.8873863	True	1.0	0.8530330440227367
982	1062	Onuphrius was the co-titular patron saint who was revered by the confraternity of the Tentori (dyers of fabrics, covers, and sheets)	2348	en	Criteria vi	Criteria iii	Criteria ii	0.8279758095741272	0.953505862504244	Criteria vi	Criteria iii	Criteria ii	0.78607726	0.9170897	True	1.0	0.9997039283343718
983	1063	In 1516, a relic of the saint, his finger, was donated to this church	2348	en	Criteria vi	Criteria iii	Criteria ii	0.4799725413322449	0.8144642412662506	Criteria vi	Criteria iii	Criteria i	0.44320846	0.7620817	True	0.5	0.9831586932880638
984	1064	The chapel on the right has the painting Saints Christopher, Jerome and Louis of Toulouse (1513) by Giovanni Bellini	2348	en	Criteria i	Criteria vi	Criteria iii	0.5427240133285522	0.8090997040271759	Criteria i	Criteria ii	Criteria vi	0.7720059	0.90548855	True	0.5	0.9602938294090688
985	1065	On the left rear, the chapel of the Rosary or Madonna della Grazie has an altarpiece of Saints John Chrysostom, John the Baptist, John the Evangelist, Theodore, Mary Magdalene, Lucy and Catherine by Sebastiano del Piombo, commissioned by Caterina Contarini	2348	en	Criteria i	Criteria iv	Criteria ii	0.7305712699890137	0.8953953608870506	Criteria i	Criteria ii	Criteria iv	0.82303894	0.931756	True	1.0	0.9953988992793209
986	1066	On the wall of the apse are a series of canvases on the life of Saint John Chrysostom and Christ	2348	en	Criteria i	Criteria iv	Criteria ii	0.7310029864311218	0.9258500784635544	Criteria i	Criteria ii	Criteria vi	0.5880327	0.8796976	True	0.5	0.962539427735611
987	1067	On the high altar is a relief of the Deposition from the Cross	2348	en	Criteria i	Criteria iv	Criteria ii	0.6393423676490784	0.8611987605690956	Criteria i	Criteria ii	Criteria vi	0.54053116	0.85139304	True	0.5	0.9605200254686038
988	1068	To the left is the chapel built for Giacomo Bernabò, with sculptural design by Codussi	2348	en	Criteria i	Criteria ii	Criteria iv	0.8048269748687744	0.9623445346951484	Criteria i	Criteria iv	Criteria ii	0.86405766	0.9464787	True	1.0	0.9967582061080961
989	1069	The marble altarpiece of the Coronation of the Virgin (1500–1502) was completed by Tullio Lombardo	2348	en	Criteria i	Criteria ii	Criteria iv	0.8507729768753052	0.9596382528543472	Criteria i	Criteria ii	Criteria vi	0.84021604	0.9305011	True	0.5	0.9992026245085509
990	1070	It has title of night life	2349	en	Criteria vi	Criteria vii	Criteria iii	0.2543818354606628	0.6142653673887253	Criteria i	Criteria iii	Criteria x	0.19846171	0.49243772	False	0.2	0.722379166024299
991	1071	In Venice we fell in love with this one, Emily	2359	en	Criteria vi	Criteria ii	Criteria iii	0.4508646428585052	0.82047900557518	Criteria i	Criteria ii	Criteria iv	0.5424903	0.84813887	False	0.2	0.4693066772606806
992	1072	Since then we follow this unique artist Emilie is het geworden, birthday-present	2359	en	Criteria i	Criteria ii	Criteria iii	0.4618972241878509	0.7592744752764702	Criteria ii	Criteria vi	Criteria iv	0.28612754	0.7682991	False	0.2	0.6330695952736528
993	1073	It has title of Tom's Drag	2359	en	Criteria vi	Criteria iii	Criteria iv	0.3369263708591461	0.7442348301410675	Criteria x	Criteria i	Criteria vii	0.19736671	0.4908352	False	0.0	0.6156936790696379
994	1074	It has tags of basilicadisanmarco, italia, italien, italy, kirche, mosaik, narthex, sanmarco, venedig, venezia, venice, vorhalle, church, mosaic, markusdom	2360	en	Criteria iii	Criteria iv	Criteria ii	0.4689559042453766	0.816327303647995	Criteria i	Criteria ii	Criteria iii	0.5712203	0.88997	False	0.5	0.3359087619407731
995	1075	It has title of snowing in venice in black & white	2365	en	Criteria vi	Criteria i	Criteria iii	0.3625394701957702	0.5797126963734627	Criteria i	Criteria vii	Criteria vi	0.28569716	0.65381414	False	0.5	0.6789898526731947
996	1076	It has tags of venice, venezia, snow, snowing, canal, blackwhite, winter, hiver, neige, italy, italia, gondolas, nikon, d	2365	en	Criteria iii	Criteria vi	Criteria iv	0.5226706862449646	0.7911503911018372	Criteria i	Criteria ii	Criteria vii	0.22355452	0.5296571	False	0.0	0.46858402261438065
997	1077	It has tags of ber, venedig, provinzvenedig, italien, byerwin, venezia, venice, italia, italy, red, bench, acqua, water, canale, panchina, rosso, park, parco	2369	en	Criteria iii	Criteria iv	Criteria vi	0.5400279760360718	0.7752527818083763	Criteria ii	Criteria iv	Criteria i	0.69815284	0.9133691	False	0.2	0.24491516775250807
998	1078	It has tags of venedig, provinzvenedig, italien, ber, water, acqua, wasser, boat, boot, barca, italia, italy, byerwin, outside	2372	en	Criteria iii	Criteria iv	Criteria vi	0.5048993825912476	0.7944325506687164	Criteria ii	Criteria iv	Criteria i	0.4319955	0.8968433	False	0.2	0.3311433681991498
999	1079	It has title of a winter sunrise on the Venice B side	2380	en	Criteria iii	Criteria vi	Criteria iv	0.2320718914270401	0.569137804210186	Criteria i	Criteria ii	Criteria iv	0.39124817	0.758129	False	0.2	0.49992225363030096
1000	1080	It has tags of ber, provinzvenedig, italien, venice, venezia, italia, italy, water, acqua, wasser, vaporetto, byerwin, outside	2382	en	Criteria iii	Criteria ii	Criteria iv	0.5658374428749084	0.8299635797739029	Criteria i	Criteria ii	Criteria iv	0.4280684	0.884746	False	0.5	0.2642831326830234
